Código;Descrição;Medida;LEVER;UPGRADE;Unificado;Observação
390172;SACO P/LIXO 500 LT PRETO REFORÇ. MIC 7 - EMMAP;CT;-243;N;-243;Descrição do produto está diferente.
390172;SACO P/LIXO 500 LT PRETO REFORÇADO - EMMAP;CT;N;-33;-33;Descrição do produto está diferente.
390173;"PLACA SINAL ""CUIDADO EM MANUTENÇAO - BRALIMPIA/JSN";UN;N;-1;-1;Descrição do produto está diferente.
390173;"PLACA SINAL ""MANUTENÇAO¨ - NOBRE";UN;8;N;8;Descrição do produto está diferente.
390174;CARRO FUNC AMERICA BOLSA AMARELA - BRALIMPIA;UN;1;0;1;
390175;MANGUEIRA FLEX 1/2 TRANÇ.TRANSP 30MT C/ENG-TRAMONT;MT;0;0;0;
390176;CONTENTOR 240 LT C/RODAS (MOD EUROPEU) VERDE-NOBRE;UN;N;-2;-2;Descrição do produto está diferente.
390176;CONTENTOR 240 LTC/RODAS (MOD EUROPEU) VERDE- NOBRE;UN;2;N;2;Descrição do produto está diferente.
390177;CONTENTOR 500 LT C/MUNHÃO E SUPORTE EM AÇO;UN;0;N;0;Descrição do produto está diferente.
390177;CONTENTOR 700 LT - LARPLASTICO;UN;N;0;0;Descrição do produto está diferente.
390178;ESPREMEDOR BALDE MOPINHO - BETTANIN (9237);UN;-31;48;17;
390179;BALDE COM TAMPA 100LT BRANCA - PLASVALE;UN;5;-3;2;
390180;LIXEIRA COM PEDAL 35LT BCA - SANTANA;UN;N;0;0;Descrição do produto está diferente.
390180;LIXEIRA COM PEDAL 35LT BCA C/PEDAL - SANTANA;UN;1;N;1;Descrição do produto está diferente.
390181;PRENSADOR DO ESPREMEDOR CARRO DOBLO - BRALIMPIA;UN;-6;-3;-9;
390182;FITA ADESIVA CREPE 18X50 PCT C/06 - ADELBRAS;UN;0;N;0;Descrição do produto está diferente.
390182;FITA P/EMB TRANSP. 45MMX40MT - KORETC;UN;N;-2;-2;Descrição do produto está diferente. | Código do produto está diferente | Produto duplicado na empresa UPGRADE
390183;CONTENTOR 120 LT, MARROM - CONTEMAR;UN;0;0;0;
390184;CONTENTOR 240 LT, LARANJA - LARPLASTICO;UN;0;N;0;Descrição do produto está diferente.
390184;CONTENTOR 240 LT, MARROM - CONTEMAR;UN;N;0;0;Descrição do produto está diferente.
390185;CONTENTOR 240 LT, VERMELHO - CONTEMAR;UN;N;0;0;Descrição do produto está diferente.
390185;CONTENTOR 240LT.C/RODAS (MOD EUROPEU) MARROM-NOBRE;UN;0;N;0;Descrição do produto está diferente.
390186;MANGUEIRA FLEX 1/2 TRANÇ.TRANSP.S/ENG -TRAMONTINA;MT;0;0;0;
390187;ESGUICHO - TRAMONTINA;UN;9;0;9;
390188;SUPORTE FIXO P/MANGUEIRA - TRAMONTINA;UN;5;0;5;
390189;MANGUEIRA FLEX 3/4 TRANÇ.TRANSP.S/ENG -TRAMONTINA;MT;-70;0;-70;
390190;KIT IRRIG (ENG, ESG E ADAPT 1/2 3/4) - TRAMONTINA;UN;7;0;7;
390191;HIDROPISTOLA EM CARTELA - TRAMONTINA;UN;5;0;5;
390192;ENROLADOR MANG 1/2  ATE 60MT C/RODINHAS-TRAMONTINA;UN;-2;-1;-3;
390193;"TESOURA P/JARDIM 12"" - TRAMONTINA";UN;4;-1;3;
390194;MACHADINHA SACHO CORAÇAO C/CABO 43CM - TRAMONTINA;UN;4;0;4;
390195;ADAPTADOR P/JARDIM - TRAMONTINA;UN;10;0;10;
390196;ENGATE RAPIDO P/EMENDA DE MANGUEIRA 1/2-TRAMONTINA;UN;4;N;4;Descrição do produto está diferente.
390196;ENGATE RAPIDO P/JARDINAGEM - TRAMONTINA;UN;N;-10;-10;Descrição do produto está diferente.
390197;LIGAÇÃO REPARADORA P/JARDIM - TRAMONTINA;;8;0;8;
390198;LIXEIRA C/TAMPA 100 LT;UN;N;0;0;Descrição do produto está diferente.
390198;LIXEIRA C/TAMPA 100 LT - PLASVALE;UN;0;N;0;Descrição do produto está diferente.
390199;CONTENTOR 360 LT - CONTEMAR;UN;0;0;0;
390200;LIXEIRA PLAST.C/PEDAL 72LT - BETTANIN;UN;0;0;0;
390201;LIXEIRA PLAST.C/PEDAL 25LT - BETTANIN;UN;0;0;0;
390202;LIXEIRA PLAST.C/PEDAL 36LT - BETTANIN (9356B);UN;N;0;0;Descrição do produto está diferente.
390202;LIXEIRA PLAST.C/PEDAL 60LT PRETA - ANTARES;UN;4;N;4;Descrição do produto está diferente.
390203;POUPADOR DE COPOS 150 A 200ML C/BOTAO - FORTCOM;UN;16;N;16;Descrição do produto está diferente.
390203;POUPADOR DE COPOS 200ML C/BOTAO;UN;N;-7;-7;Descrição do produto está diferente.
390204;CESTO 30X24 14 LT PRETO - BRALIMPIA;UN;0;0;0;
390205;CONTENTOR 1000LT T-1000 - TAURUS;UN;N;0;0;Descrição do produto está diferente.
390205;CONTENTOR 700LT C/MUNHÃO E SUPORTE EM AÇO;UN;0;N;0;Descrição do produto está diferente.
390206;FILME PVC 40X1400MT;UN;0;N;0;Descrição do produto está diferente.
390206;FILME PVC 40X1500MT;UN;N;0;0;Descrição do produto está diferente.
390207;BALDE PLASTICO 15 LT;UN;-27;-45;-72;
390208;TOALHEIRO BOBINA AUTO CORTANTE  INFINITY LITB200;UN;-87;N;-87;Descrição do produto está diferente.
390208;TOALHEIRO BOBINA AUTOCORTANTE INFINITY - FORTCOM;UN;N;-2;-2;Descrição do produto está diferente.
390209;BALDE PLASTICO;UN;N;-6;-6;Descrição do produto está diferente.
390209;BALDE PLASTICO 13,8LT;UN;-8;N;-8;Descrição do produto está diferente.
390210;SABONETEIRA C/RESERV BCA ESPUMA - DROPY LDSES850;UN;20;-6;14;
390211;CONTENTOR 1000LT VERDE - LARPLASTICO;UN;N;0;0;Descrição do produto está diferente.
390211;CONTENTOR 1100LT C/MUNHÃO E SUPORTE EM AÇO;UN;0;N;0;Descrição do produto está diferente.
390212;LUVA PLAST.DESC. PCT.C/100UN - LAGROTTA/VOLK;UN;N;-10;-10;Descrição do produto está diferente.
390212;LUVA PLAST.DESC. PCT.C/100UN - VOLK;UN;-51;N;-51;Descrição do produto está diferente.
390213;PA COLETORA PRETA S/TAMPA (COD 1612) - RUBBERMAID;UN;N;0;0;Descrição do produto está diferente.
390213;TAMPA CONTENTOR 240LT AZUL - LARPLASTICO;UN;0;N;0;Descrição do produto está diferente.
390214;FILME PVC BOB 28X30MT;UN;-171;-90;-261;
390215;AVENTAL TNT S/MANGA PCT C/10UN - ARTMEDIC;UN;-4;0;-4;
390217;SILICONE SPRAY 300ML - DOMLINE;UN;-2;0;-2;
390218;DISPENSER P FORRO DE ASSENTO SANITARIO - FORTCOM;UN;4;0;4;
390219;SABONETEIRA C/RESERV BOX CRISTAL-INFINITY LICL1000;UN;9;N;9;Descrição do produto está diferente.
390219;SABONETEIRA C/RESERV.INFINITY BOX CRISTAL- FORTCOM;UN;N;-9;-9;Descrição do produto está diferente.
390220;RASTELO JARDIM PLAST.30 DENTES CABO 120-TRAMONTINA;UN;-1;0;-1;
390221;LUVA LATEX PROCED. CX C/100 UN P - VOLK;UN;-26;-18;-44;
390222;REFIL MOP UMIDO 30 CM HEXAGONAL  AZUL - BRALIMPIA;UN;0;0;0;
390223;REFIL MOP UMIDO 30 CM HEXAGONAL AMARELO -BRALIMPIA;UN;2;0;2;
390224;REFIL MOP UMIDO 30 CM HEXAGONAL VERMELHO-BRALIMPIA;UN;2;0;2;
390225;ESPREMEDOR BALDE MOPINHO - BRALIMPIA;UN;19;-4;15;
390226;COPO DESC 80 ML C/90 UN - COPOCCHIO;UN;-604;-697;-1301;
390227;POUPADOR DE COPOS 50ML - TRILHA/NOBRE (C/BOTAO);UN;7;0;7;
390228;CONTENTOR 120LT  - BRALIMPIA;UN;0;0;0;
390229;BALDE 04LT COM ALÇA AZUL - BRALIMPIA;UN;-16;-6;-22;
390230;TOALHEIRO DE ALAVANCA - FORTCOM;UN;0;0;0;
390231;LIXEIRA QUADRADA 65LT - 63,5X40,5X40,5 (AXLXC);UN;0;0;0;
390232;LIXEIRA REDONDA 20LT - 59,8X23,5X19,2 (AXDSXDI);UN;0;0;0;
390233;COPO DESC 100ML C/2000 UN;CX;-1;0;-1;
390234;CESTINHA DE CARRREGAR MAT LIMPEZA - PLASVALE;UN;1;0;1;
390235;CAPA DE DVD TRANSPARENTE;UN;0;0;0;
390236;RESERVATORIO P/SABONET ESPUMA 700ML - NOBRE CITY;UN;44;N;44;Descrição do produto está diferente.
390236;RESERVATORIO P/SABONETEIRA ESPUMA 800ML;UN;N;-35;-35;Descrição do produto está diferente.
390237;SABONET/ALCOOL GEL  C/RESERV  -  NOBRE CITY;UN;N;-53;-53;Descrição do produto está diferente.
390237;SABONETEIRA/ALCOOL GEL  - NOBRE CITY;UN;-66;N;-66;Descrição do produto está diferente.
390238;LIXEIRA BCA 15 LT C/PEDAL ALTA RESIST- LARPLASTICO;UN;2;N;2;Descrição do produto está diferente.
390238;LIXEIRA BCA 25 LT C/PEDAL - MARFINITE;UN;N;0;0;Descrição do produto está diferente.
390239;LIXEIRA BCA 100 LT C/PEDAL - LARPLASTICO;UN;N;-2;-2;Descrição do produto está diferente.
390239;LIXEIRA BCA 100 LT C/PEDAL ALTA RESIST- LARPLASTIC;UN;1;N;1;Descrição do produto está diferente.
390240;KIT DE LIXEIRAS 50LT C/ABERTURA FRONTAL C/5;UN;0;0;0;
390241;PORTA SACO PARA ABSORVENTE HIGIÊNICO - FORTCOM;UN;0;0;0;
390242;COPO TERMICO  ISOPOR 118ML C/20UN;UN;-469;0;-469;
390243;LUVA VERNIZ AMARELA REF. TAM G - HANDEX;UN;N;-694;-694;Descrição do produto está diferente.
390243;LUVA VERNIZ AMARELA REFORÇADA TAM G - HANDEX;UN;-222;N;-222;Descrição do produto está diferente.
390244;LUVA VERNIZ AMARELA REF. TAM M - VOLK;UN;N;-287;-287;Descrição do produto está diferente.
390244;LUVA VERNIZ AMARELA REFORÇADA TAM M - VOLK;UN;-468;N;-468;Descrição do produto está diferente.
390245;SACO 40X60 PARA GELO;CT;0;0;0;
390246;GARFO DESC. SOBREMESA C/50 UN;PC;-11;N;-11;Descrição do produto está diferente.
390246;GARFO DESC. TRANSPARENTE CX C/1000UN;CX;N;0;0;Descrição do produto está diferente.
390247;FACA DESC. CRISTAL CX C/1000UN-PRAFESTA;CX;N;0;0;Descrição do produto está diferente.
390247;FACA DESC.  PCT C/50UN-PRAFESTA;CX;2;N;2;Descrição do produto está diferente.
390248;FOSFORO PCT, C/10 - GABOARDI;UN;N;-4;-4;Descrição do produto está diferente.
390248;FOSFORO PCT, C/10 UN - GABOARDI;UN;-144;N;-144;Descrição do produto está diferente.
390249;LUVA NITRILICA AZUL , TAM G - VOLK;PAR;N;0;0;Descrição do produto está diferente.
390249;LUVA NITRILICA AZUL , TAM M - VOLK;PAR;-144;N;-144;Descrição do produto está diferente.
390250;CANUDO PAZINHA FOOD SERVICE P/ROSCA C/100UN;PCT;-7;N;-7;Descrição do produto está diferente.
390250;CANUDO PAZINHA FOOD SERVICE P/ROSCA CX C/300UN;CX;N;0;0;Descrição do produto está diferente.
390251;CAIXA ISOPOR 175LT - ISOPLAST;UN;0;0;0;
390252;COPO CRISTAL SUPREMO 200ML 20X50 CX C/1000UN;CX;-1;0;-1;
390253;COLHER DESC. TRANSP.PCT C/50UN;CX;6;N;6;Descrição do produto está diferente.
390253;COLHER DESC.TRANSPARENTE CX.C/1000UN;CX;N;0;0;Descrição do produto está diferente.
390254;PRATO DESC BRANCO 15CM C/10UN;UN;-226;N;-226;Descrição do produto está diferente.
390254;PRATO DESC BRANCO 15CM C/10UN - COPOCCHIO;UN;N;-106;-106;Descrição do produto está diferente.
390255;CANUDO ESPECIAL PARA ROSKA;PC;-6;0;-6;
390256;CUMBUCA PLAST FUNDA NR.12 BRANCA 100X10 CX C/5000;CX;0;0;0;
390257;COPO DESC MANIA COLORIDO DE 300ML 20X30 CX C/3000;UN;0;0;0;
390258;GUARDANAPO GOLD 23X23 FS, FD C/50PCT C/100UN;FD;-16;N;-16;Descrição do produto está diferente.
390258;GUARDANAPO GOLD 23X23 FS, FD C/50PCT C/50UN;FD;N;-3;-3;Descrição do produto está diferente.
390259;COPO ISOPOR 180ML PCT C/25UN;PC;2;0;2;
390260;PALITO PARA CHURRASCO PCT C/50UN;UN;0;0;0;
390261;LUVA VERNIZ AMARELA REF. TAM P - VOLK;UN;-86;-38;-124;
390262;FILME PVC BOB 28X15MT;UN;-134;-37;-171;
390263;CESTO 12 LT S/TAMPA PRETO - PLASVALE;UN;N;-9;-9;Descrição do produto está diferente.
390263;CESTO 12 LT S/TAMPA PRETO 25X32,5-PLASVALE;UN;28;N;28;Descrição do produto está diferente.
390264;SACOS DE AMOSTRA;UN;N;0;0;Descrição do produto está diferente.
390264;SACOS P/AMOSTRA CAPACIDADE 500ML;UN;-40;N;-40;Descrição do produto está diferente.
390265;GARFO DESC. BRANCO PCT C/50UN;PC;N;-36;-36;Descrição do produto está diferente.
390265;GARFO DESC. REFEIÇAO TRANSP PCT C/50UN;PC;-317;N;-317;Descrição do produto está diferente.
390266;ESTRADO 50X50 - LAR PLASTICOS;UN;0;0;0;
390267;BALDE 04LT COM ALÇA AMARELO - BRALIMPIA;UN;0;0;0;
390268;PA P/LIXO SEM CABO;UN;24;-2;22;
390269;PAPEL ALUMINIO 45X7,5M - GIROMIX;UN;-175;N;-175;Descrição do produto está diferente.
390269;PAPEL ALUMINIO 45X7,5M - WIDA;UN;N;-81;-81;Descrição do produto está diferente.
390270;CONJ LIXEIRA SELET C/04, TPA BASC 60LT-LARPLASTICO;CJ;0;0;0;
390271;ESPREMEDOR PARA CARRO DOBLO - BRALIMPIA;UN;-18;-12;-30;
390272;ESPATULA 4¨ C/CABO;UN;-12;N;-12;Descrição do produto está diferente.
390272;ESPATULA 4¨ C/CABO - TRAMONTINA;UN;N;-13;-13;Descrição do produto está diferente.
390273;LIXEIRA SELET VERM TPA BASC 50LT - PLASVALE;UN;5;0;5;
390274;LIXEIRA SELET AMAR TPA BASC 50LT - PLASVALE;UN;6;0;6;
390275;LIXEIRA  AZUL TPA BASC 60LT - PLASVALE;UN;N;0;0;Descrição do produto está diferente.
390275;LIXEIRA SELET AZUL TPA BASC 50LT - PLASVALE;UN;3;N;3;Descrição do produto está diferente.
390276;LIXEIRA SELET VERDE TPA BASC 50LT - PLASVALE;UN;4;0;4;
390277;RELOGIO PAREDE OCT LISO - NATIVO;UN;0;N;0;Descrição do produto está diferente. | Código do produto está diferente
390277;RELOGIO PAREDE RED LISO - NATIVO;UN;N;15;15;Descrição do produto está diferente. | Código do produto está diferente
3902777;BOLSA AMARELA C GRAVACAO - VENDA - BRALIMPIA;UN;-4;-3;-7;
390278;RELOGIO PAREDE OCT LISO - NATIVO;UN;N;10;10;Descrição do produto está diferente. | Código do produto está diferente
390278;RELOGIO PAREDE RED LISO - NATIVO;UN;0;N;0;Descrição do produto está diferente. | Código do produto está diferente
390279;ESCADA DE ALUMINIO DOMESTICA 7 DEGRAUS - MOR;UN;0;N;0;Descrição do produto está diferente.
390279;QUEBRA MOLAS BORRACHA MEIO 100X35X5CM;UN;N;0;0;Descrição do produto está diferente. | Código do produto está diferente
390280;ACABAMENTO Q.MOLAS BORRACHA FIM 17,5X35X5CM;UN;N;0;0;Descrição do produto está diferente.
390280;PASTA SUSP C/VARETA PLAST VERDE (5140) - POLYCART;UN;0;N;0;Descrição do produto está diferente.
390281;KIT PARA FIXAÇAO;UN;N;0;0;Descrição do produto está diferente. | Código do produto está diferente
390281;PASTA SUSP C/VARETA PLAST AMARELA (5140) -POLYCART;UN;0;N;0;Descrição do produto está diferente.
390282;BARREIRA PLASTICA 60X44X120CM LARANJA;UN;N;0;0;Descrição do produto está diferente.
390282;PASTA SUSP C/VARETA PLAST TRANSP (5140) - POLYCART;UN;0;N;0;Descrição do produto está diferente.
390283;DESENTUPIDOR VASOS,RALOS E PIAS 300G - MURIAX;UN;12;N;12;Descrição do produto está diferente. | Código do produto está diferente
390283;ESCADA DE ALUM DOMESTICA 07 DEGRAUS - MOR;UN;N;0;0;Descrição do produto está diferente.
390284;ESCADA DE ALUM DOMESTICA 04 DEGRAUS - MOR;UN;N;0;0;Descrição do produto está diferente.
390284;LIXEIRA C/ TAMPA BASC AZUL 100LT - LARPLASTICO;UN;-2;N;-2;Descrição do produto está diferente. | Código do produto está diferente
390285;ESCADA DE ALUM DOMESTICA 06 DEGRAUS - MOR;UN;N;0;0;Não encontrado Código ou Descrição semelhante. 
390286;ESCADA DE ALUM DOMESTICA 08 DEGRAUS - MOR;UN;N;0;0;Não encontrado Código ou Descrição semelhante. 
390287;DESENTUPIDOR VASOS,RALOS E PIAS 300G - MURIAX;UN;N;0;0;Código do produto está diferente
390288;SACO BOBINA 01KG - TAM 20X30 - 1,0KG;UN;30;-3;27;
390289;ARQUIVO MORTO 350X245X135MM, AZUL - ALAPLAST;UN;10;N;10;Não encontrado Código ou Descrição semelhante. 
390290;LIXEIRA C/ TAMPA BASC AZUL 100LT - LARPLASTICO;UN;N;-1;-1;Descrição do produto está diferente. | Código do produto está diferente
390290;PRANCHETA EM MADEIRA EUCATEX OFICIO - STALO;UN;0;N;0;Descrição do produto está diferente.
390291;ENVELOPE PLASTICO MEDIO A4 4 FUROS C/50FL;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390292;MARCADOR PERM P.FINA CD/DVD 1,0MM AZUL;CX;0;N;0;Não encontrado Código ou Descrição semelhante. 
390293;FITA ADESIVA CREPE 18X50  - ADELBRAS;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390294;PORTA PAPEL TOALHA BCO INTERF - DROPY LDTI600;UN;-2;N;-2;Descrição do produto está diferente.
390294;PORTA TOALHA BCO INTERF - DROPY LDTI600;UN;N;-6;-6;Descrição do produto está diferente.
390295;PORTA PAPEL HIG BCO ROLO - DROPY LDPR 500;UN;30;N;30;Descrição do produto está diferente.
390295;PORTA PAPEL HIG BCO ROLO - DROPY LDPR500;UN;N;-7;-7;Descrição do produto está diferente.
390296;SABONET.PORTA ALC GEL C/RESERV BCA - DROPY LDS850;UN;N;-29;-29;Descrição do produto está diferente.
390296;SABONETEIRA RESERV. LÍQ/GEL 01L  - DROPY LDS850;UN;35;N;35;Descrição do produto está diferente.
390297;BICO DE RESERV  P/SABONETEIRA LIQUIDA;UN;N;-10;-10;Descrição do produto está diferente.
390297;BICO DE RESERV  P/SABONETEIRA LIQUIDA - FORTCOM;UN;-83;N;-83;Descrição do produto está diferente.
390298;VALVULA P/SABONETEIRA ESPUMA - DROPY;UN;30;0;30;
390299;BOTIJAO TERMICO DUPLO 12L (2X6L) - LUME INOX;UN;-4;N;-4;Não encontrado Código ou Descrição semelhante. 
390300;RESERVATORIO P/SAB ESPUMA - NOBRE CITY;UN;6;N;6;Não encontrado Código ou Descrição semelhante. 
390301;"PLACA SINAL ""PISO ECORREGADIO/MANUTENÇAO";UN;-15;N;-15;Não encontrado Código ou Descrição semelhante. 
390302;VASSOURA JARDIM MET 22D CABO 120 - TRAMONTINA;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390305;PALLETE PLASTICO NA COR PRETA;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390306;PRESILHA DE METAL PARA CRACHA PCT C/100UN;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390307;CANETA MARCADOR PINCEL PERMAN PTO 2,0;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390308;TESOURA ESSENTIALS GREEN 21CM - MAPED;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390309;PASTA SUSPENSA MARMORIZADA CX C/50UN - DELLO;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390310;ENVELOPE PLASTICO A4 11 FUROS C/10FL - DAC;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390311;FILME AUTOADESIVO 45CMX2 TRANSP - COLACRIL;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390312;PAPEL VERGE 180G 50FL A4  BRANCO USAPEL;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390313;CANETA ECONOMIC C/50 1,00MM AZUL COMPACTOR;UN;1;N;1;Não encontrado Código ou Descrição semelhante. 
390314;CANETA P/RETRO-PROJETOR 2.0MM AZUL CX C/12 PILOT;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390315;CADERNO UNIV CAPA DURA 1X1 96FLS MAIS+ TILIBRA;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390316;PAPEL 75G CHAMEX COLOR 500FL AZUL IPAPER;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390317;PAPEL 75G CHAMEX COLOR 500FL AMARELO IPAPER;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390318;RODAS CARRO DOBLO (4 PEÇAS);UN;N;-1;-1;Descrição do produto está diferente.
390318;RODAS CARRO DOBLO (4 RODAS) - BRALIMPIA;UN;3;N;3;Descrição do produto está diferente.
390319;CARRO TIPO PLATAFORMA, CAP 800KG, 4 RODIZIOS;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390320;MARCADOR PERM P.MEDIA CD/DVD 2,0MM PTO CX C12PILOT;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390321;FILME PVC 28X300MT;UN;N;-1;-1;Descrição do produto está diferente.
390321;FILME PVC 28X300MT - LISAFILM;UN;25;N;25;Descrição do produto está diferente.
390322;QUADRO P/ORGANOGRAMA EM A3;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390323;DIV PLAST C/12 PROJ A4 CR 12INTBA YES;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390324;APAGADOR PARA QUADRO BRANCO;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390325;PASTA AZ TAM OFICIO DORSO LARGO;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390326;ESTILETE MEDIO;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390327;CAIXA ORGANIZ 16,5LT BCA C/TAMPA;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390328;PRATO DESC BRANCO 21CM C/10UNI - COPOCCHIO;UN;22;N;22;Não encontrado Código ou Descrição semelhante. 
390329;GRAMPOS 23/13 C/1000UN;CX;0;N;0;Não encontrado Código ou Descrição semelhante. 
390330;FITA ADESIVA CREPE 48X50 - ADELBRAS;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390331;PENDRIVE 32GB - MULTILASER;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390332;LUVA VINIL TRANSP S/AMIDO CX C/100UN G - VOLK;UN;26;-12;14;
390333;LUVA VINIL TRANSP S/AMIDO CX C/100UN M - VOLK;UN;49;-5;44;
390334;CARRO FUNCIONAL AMERICA BLACK CFBLACKT - BRALIMPIA;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390335;GIZ ESCOLAR COMUM BRANCO CX C/64UNID - DELTA;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390336;ETIQ INKJET/LASER CARTA 25FL;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390337;CAIXA CORRESPONDENCIA DUPLA ARTICULAVEL CRISTAL;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390338;FITA MAGICA ADESIVA 12X20 SCOTCH TRANSP 3M;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390339;PORTA CANETAS CLIPS E LEMBRETE CRISTAL - DELLO;UN;-100;N;-100;Não encontrado Código ou Descrição semelhante. 
390340;LAPISEIRA 0.9 - CIS;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390341;CANETA BPS PONTA FINA 0,7MM PRETO PILOT CX 12;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390342;PERFURADOR 4 FUROS ESCALA 10FL - EAGLE;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390343;PAPEL 75G CHAMEX 500FL A3 IPAPER;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390344;ENVELOPE BRANCO 220X320;UN;-23;N;-23;Não encontrado Código ou Descrição semelhante. 
390345;PALETA PLAST P/DRINK 11CM PCT C/500UN - ELITE;UN;-7;N;-7;Não encontrado Código ou Descrição semelhante. 
390346;DIVISORIA C/05 VISORES;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390347;LIXEIRA PTA 50LT C/PEDAL ALTA RESIST - LARPLASTICO;UN;2;-11;-9;
390348;CONJ LIXEIRA SELET C/03, TPA BASC 50LT-LARPLASTICO;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390349;CESTO 15LT (VER, AZ E AMAR) C/TAMPA FLIP TOP 24X34;UN;6;N;6;Código do produto está diferente
390350;CESTO 22LT(VER, AZ BC  AMAR) C/TAMPA FLIPTOP 24X60;UN;10;N;10;Não encontrado Código ou Descrição semelhante. 
390351;POTE RETANGULAR C/TAMPA 6 PCTX24UN 750ML;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390354;TAPETE 40X60 PRETO C/BORDA 5CM;UN;-6;N;-6;Não encontrado Código ou Descrição semelhante. 
390355;TAPETE 1MT P/60CM LARGURA;UN;N;0;0;Descrição do produto está diferente.
390355;TAPETE SECANTE 60CM LARGURA MT;MT;-11;N;-11;Descrição do produto está diferente.
390377;AROMATIZANTE/NEUTRALIZADOR AT 05LT - MERCOTECH;bb;-25;N;-25;Descrição do produto está diferente.
390377;NEUTRALIZADOR AT 05LT - MERCOTECH;BB;N;8;8;Descrição do produto está diferente.
390378;LIMPA PROCELANATO PORCELAIN 05LT - MERCOTECH;BB;N;-1;-1;Não encontrado Código ou Descrição semelhante. 
390383;LUVA VINIFLEX DESC. CX C/100UN PRETA M - VABENE;CX;-17;N;-17;Descrição do produto está diferente.
390383;LUVA VINIFLEX TRANSP S/AMIDO CX C/100UN M - VABEN;CX;N;-30;-30;Descrição do produto está diferente.
390384;LUVA VINIFLEX PRETA S/AMIDO CX C/100UN G - VABENE;CX;N;-3;-3;Descrição do produto está diferente.
390384;LUVA VINIFLEX TRANSP S/AMIDO CX C/100UN M - VABENE;CX;-20;N;-20;Descrição do produto está diferente.
390385;LUVA VINIFLEX TRANSP S/AMIDO CX C/100UN P - VABENE;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390387;PANO MICROFIBRA KIT C/3UN 30X30;UN;26;N;26;Descrição do produto está diferente.
390387;PANO MICROFIBRA KIT C/3UN 30X30 AZ/RZ/VD-CASAAMBIE;KIT;N;-19;-19;Descrição do produto está diferente.
390388;SACO FREEZER 7L 100UN 33X40CM - VABENE;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390389;SACO FREEZER 5L 100UN 28X40CM - VABENE;UN;0;N;0;Não encontrado Código ou Descrição semelhante. 
390390;SACO FREEZER 3L 100UN 23X35CM - VABENE;UN;-15;N;-15;Não encontrado Código ou Descrição semelhante. 
390391;LUVA RANHURADA CANO LONGO M - VOLK;UN;N;-6;-6;Descrição do produto está diferente.
390391;LUVA RANHURADA CANO LONGO M 39CM - VOLK;PAR;70;N;70;Descrição do produto está diferente.
390392;LUVA VERNIZ LARANJA SUPER REF. TAM. G - VOLK;PAR;156;-60;96;
390393;LUVA VERNIZ LARANJA SUPER REF. TAM. M - VOLK;PAR;260;-8;252;
390394;RASTELO JARDIM PLAST.22D CABO 120-TRAMONTINA;UN;11;N;11;Não encontrado Código ou Descrição semelhante. 
390395;LUVA VERNIZ VERDE REFORÇADA TAM P - VOLK;PAR;126;-2;124;
390396;PULVERIZADOR 300ML - GUARANY;UN;N;0;0;Descrição do produto está diferente.
